campaign_id,branch_type,region,season,occasion,cake_type,promotion_type,discount_percent,social_media_spend,influencer_support,customization_available,personalized_bundle,day_of_week,campaign_duration_days,estimated_foot_traffic,website_visits,branch_capacity,base_price,actual_orders,actual_revenue,gross_margin_percent,campaign_cost,actual_profit,actual_roi,success_label
CMP-00663,Mall,Bangkok,Normal,Friend Group,Chocolate,Personalized Box,10,15798,0,0,1,Weekday,4,16817,2584,504,888,241,215720.06,63.12,41714.52,94439.07,2.264,1
CMP-00664,Mall,Northeast,Valentine,Family Celebration,Vanilla,Creator Collaboration,0,74285,0,1,0,Weekday,10,9539,17846,470,831,626,567024.54,45.74,101560.58,157799.86,1.554,1
CMP-00665,CBD / Office,Bangkok,Songkran,Family Celebration,Strawberry,Personalized Box,20,16364,0,1,1,Weekday,10,11276,2644,591,826,363,290243.18,49.74,49328.54,95040.48,1.927,0
CMP-00666,CBD / Office,Bangkok,Normal,Seasonal Gift,Red Velvet,Free Add-on,5,23499,0,0,0,Weekday,10,10374,3494,395,987,242,226911.3,54.6,46140.62,77746.35,1.685,0
CMP-00667,Hospital,Bangkok,Graduation,Couple Gift,Cheesecake,Discount,30,41173,0,0,0,Weekday,8,4930,6844,300,980,323,221578.0,45.67,62149.6,39036.42,0.628,0
CMP-00668,Neighborhood,Central,Normal,Couple Gift,Red Velvet,Creator Collaboration,25,50821,0,1,1,Weekend,8,5611,12415,269,1034,285,267431.17,50.59,84732.3,50562.62,0.597,0
CMP-00669,Mall,Central,Christmas,Office Celebration,Chocolate,Discount,15,36839,0,1,0,Weekday,4,12485,4881,506,896,268,222478.59,55.11,46058.55,76557.84,1.662,1
CMP-00670,Mall,South,Mother's Day,Office Celebration,Chocolate,Free Add-on,25,15907,0,0,0,Weekday,10,11719,2467,552,823,421,259862.25,42.55,49541.76,61035.62,1.232,0
CMP-00671,Transit,Bangkok,Christmas,Office Celebration,Fruit Cake,Free Add-on,10,26764,0,0,0,Weekday,8,9511,3157,251,887,255,203566.5,53.57,56433.84,52619.26,0.932,0
CMP-00672,Mall,Northeast,Normal,Self Reward,Matcha,Bundle,0,29068,1,0,1,Weekend,12,9862,6840,524,951,484,515518.08,50.19,102236.59,156508.07,1.531,0
CMP-00673,Mall,Central,Normal,Family Celebration,Red Velvet,Creator Collaboration,25,63574,1,0,1,Weekend,6,14428,19473,750,1053,528,467026.56,48.41,125735.39,100370.86,0.798,0
CMP-00674,Neighborhood,South,Graduation,Office Celebration,Matcha,Bundle,15,28236,0,0,1,Weekday,8,3380,6542,479,1031,405,397512.36,59.89,60535.39,177541.88,2.933,1
CMP-00675,Mall,Bangkok,Graduation,Birthday,Cheesecake,Personalized Box,15,43735,0,1,0,Weekend,10,12305,6699,446,984,638,581649.29,60.39,76911.78,274351.68,3.567,1
CMP-00676,Mall,Central,New Year,Birthday,Vanilla,Free Add-on,10,25462,0,0,0,Weekend,13,11464,4562,551,901,511,414369.9,50.37,55255.07,153446.22,2.777,0
CMP-00677,Mall,Central,Graduation,Couple Gift,Chocolate,Creator Collaboration,20,53835,1,1,0,Weekday,8,10306,17069,431,818,507,361641.07,51.42,106334.49,79630.17,0.749,0
CMP-00678,Transit,Bangkok,Normal,Seasonal Gift,Vanilla,Social Challenge,25,61977,1,0,0,Weekend,14,8757,12194,265,792,502,298188.0,45.13,125391.37,9173.91,0.073,0
CMP-00679,Neighborhood,Bangkok,New Year,Couple Gift,Fruit Cake,Discount,20,15443,0,0,1,Weekday,4,4251,2358,310,949,117,99485.57,52.47,45847.09,6350.77,0.139,0
CMP-00680,CBD / Office,Bangkok,Back to School,Self Reward,Chocolate,Discount,25,32220,0,1,0,Weekday,12,12759,5682,365,750,556,340897.5,50.19,64229.09,106875.52,1.664,1
CMP-00681,University Area,South,Valentine,Seasonal Gift,Red Velvet,Discount,20,38409,1,0,0,Weekday,6,8646,10050,497,1017,441,358797.6,42.23,92380.34,59128.85,0.64,0
CMP-00682,Neighborhood,Central,Graduation,Couple Gift,Matcha,Personalized Box,10,49731,0,1,1,Weekend,3,5809,7897,408,982,158,168964.88,58.37,71758.2,26861.89,0.374,0
CMP-00683,Mall,Bangkok,Back to School,Couple Gift,Cheesecake,Discount,5,51915,0,1,0,Weekday,5,15017,7757,461,1042,296,319381.34,55.27,67500.49,109009.1,1.615,1
CMP-00684,University Area,Central,New Year,Birthday,Cheesecake,Bundle,20,35797,0,1,1,Weekday,8,9517,5551,481,984,538,512451.46,53.19,63162.51,209421.94,3.316,1
CMP-00685,Neighborhood,Bangkok,Back to School,Family Celebration,Chocolate,Limited Edition,15,29926,0,1,1,Weekend,4,6405,4499,405,838,233,208851.49,49.35,58800.6,44268.63,0.753,0
CMP-00686,Hospital,Northeast,Graduation,Seasonal Gift,Fruit Cake,Free Add-on,10,5000,0,1,0,Weekday,5,3542,1953,249,858,113,95111.87,52.49,22942.69,26977.63,1.176,0
CMP-00687,Mall,North,Graduation,Family Celebration,Strawberry,Discount,15,65335,1,0,0,Weekday,3,11216,15606,692,777,273,180302.85,54.2,99340.62,-1623.08,-0.016,0
CMP-00688,Neighborhood,Bangkok,Normal,Couple Gift,Cheesecake,Limited Edition,0,14400,0,0,0,Weekday,11,6338,2735,278,991,169,174178.16,51.27,38792.54,50512.81,1.302,0
CMP-00689,Transit,Bangkok,Graduation,Seasonal Gift,Cheesecake,Personalized Box,5,45104,1,0,1,Weekend,5,8575,9537,246,966,181,186036.14,48.34,111753.56,-21827.56,-0.195,0
CMP-00690,Mall,South,Graduation,Friend Group,Fruit Cake,Limited Edition,10,34921,0,1,0,Weekday,11,10508,4932,753,920,470,441151.78,51.1,76615.69,148818.09,1.942,0
CMP-00691,Transit,Central,Normal,Friend Group,Red Velvet,Bundle,15,49610,1,1,0,Weekday,7,8174,9289,214,1009,216,201925.12,63.68,84679.73,43900.0,0.518,0
CMP-00692,Hospital,Bangkok,Christmas,Birthday,Chocolate,Creator Collaboration,15,85507,1,0,0,Weekday,10,5875,25750,341,774,415,273028.5,46.39,156488.53,-29819.39,-0.191,0
CMP-00693,University Area,Central,Valentine,Office Celebration,Red Velvet,Social Challenge,25,48497,1,0,0,Weekday,3,9477,16320,504,864,211,136728.0,39.77,95837.13,-41463.12,-0.433,0
CMP-00694,Transit,Bangkok,Normal,Couple Gift,Matcha,Limited Edition,15,49812,0,1,1,Weekday,3,8593,6256,403,950,152,154456.02,56.83,65749.4,22034.23,0.335,0
CMP-00695,University Area,Bangkok,Normal,Office Celebration,Cheesecake,Creator Collaboration,10,45977,1,1,0,Weekend,11,7526,17774,265,848,350,291160.8,52.81,115273.72,38497.79,0.334,0
CMP-00696,Neighborhood,Central,Normal,Office Celebration,Strawberry,Bundle,30,11362,0,0,0,Weekday,12,1722,2980,431,865,178,107779.0,34.0,40221.37,-3576.51,-0.089,0
CMP-00697,Transit,North,New Year,Friend Group,Matcha,Bundle,10,41543,0,0,1,Weekday,3,5123,7587,289,777,104,81454.46,56.8,60661.07,-14392.25,-0.237,0
CMP-00698,Neighborhood,Bangkok,Songkran,Family Celebration,Chocolate,Limited Edition,15,17188,0,0,0,Weekend,7,6124,3219,427,755,196,130814.32,56.68,32964.1,41186.4,1.249,0
CMP-00699,Hospital,South,Normal,Self Reward,Strawberry,Personalized Box,5,42535,1,0,1,Weekend,7,7101,7127,259,909,248,239859.65,54.74,120331.34,10975.37,0.091,0
CMP-00700,Neighborhood,Bangkok,Normal,Birthday,Red Velvet,Social Challenge,15,92585,1,0,0,Weekend,4,5904,18975,245,1008,120,102816.0,50.78,139858.02,-87647.51,-0.627,0
CMP-00701,Mall,North,Graduation,Birthday,Chocolate,Personalized Box,10,11384,1,0,1,Weekend,9,9812,3372,666,817,399,328590.86,50.66,76479.23,89969.93,1.176,0
CMP-00702,CBD / Office,North,Christmas,Family Celebration,Vanilla,Social Challenge,0,42285,1,0,0,Weekday,14,7952,10754,670,695,636,442020.0,56.81,95235.3,155863.42,1.637,0
CMP-00703,University Area,North,Back to School,Couple Gift,Red Velvet,Discount,5,44015,0,1,0,Weekday,13,4968,9098,490,965,644,643521.83,56.3,71655.47,290679.12,4.057,1
CMP-00704,Mall,Bangkok,Valentine,Seasonal Gift,Red Velvet,Bundle,15,21481,0,0,1,Weekend,9,12206,4112,709,954,606,550374.05,49.89,56988.3,217615.97,3.819,0
CMP-00705,CBD / Office,Bangkok,Normal,Birthday,Fruit Cake,Social Challenge,25,50121,1,0,0,Weekday,9,11716,11592,512,1040,629,490620.0,49.67,117296.1,126395.75,1.078,0
CMP-00706,Neighborhood,North,Graduation,Birthday,Red Velvet,Creator Collaboration,20,98335,1,0,0,Weekday,5,3685,26765,393,999,287,229370.4,49.98,136591.32,-21962.51,-0.161,0
CMP-00707,Neighborhood,Bangkok,New Year,Office Celebration,Vanilla,Free Add-on,15,24424,0,0,0,Weekday,13,5098,5008,322,749,384,244473.6,41.52,76935.41,24566.48,0.319,0
CMP-00708,Mall,Bangkok,Valentine,Office Celebration,Cheesecake,Creator Collaboration,25,23226,1,0,1,Weekday,6,12691,5455,734,930,584,456220.8,43.83,78787.84,121195.27,1.538,1
CMP-00709,Mall,Northeast,Normal,Family Celebration,Strawberry,Personalized Box,15,5000,0,1,1,Weekend,4,10833,1476,465,929,142,135677.66,47.61,27055.03,37545.53,1.388,0
CMP-00710,Hospital,Central,Mother's Day,Couple Gift,Vanilla,Creator Collaboration,20,58085,1,0,0,Weekday,8,3150,15543,207,783,226,141566.4,47.61,99758.1,-32355.54,-0.324,0
CMP-00711,Transit,Bangkok,Valentine,Family Celebration,Matcha,Free Add-on,10,5000,0,1,1,Weekend,9,10858,2076,292,902,319,313346.68,46.53,32788.56,113009.2,3.447,1
CMP-00712,University Area,Central,Normal,Birthday,Vanilla,Discount,25,16787,0,1,0,Weekend,11,6842,3226,282,713,233,135810.46,48.63,55092.43,10958.56,0.199,0
CMP-00713,CBD / Office,Bangkok,Valentine,Self Reward,Fruit Cake,Discount,30,9145,0,1,0,Weekday,5,11153,1939,497,937,279,199465.75,46.96,21190.45,72473.17,3.42,0
CMP-00714,Neighborhood,Bangkok,Graduation,Couple Gift,Strawberry,Discount,10,23781,0,0,0,Weekday,10,6834,3800,496,988,254,225856.8,58.55,51162.01,81083.68,1.585,0
CMP-00715,Neighborhood,Bangkok,Normal,Family Celebration,Vanilla,Bundle,10,39759,0,1,0,Weekend,11,7119,5867,451,784,386,296874.14,61.6,83352.5,99528.9,1.194,0
CMP-00716,Hospital,South,Songkran,Couple Gift,Strawberry,Free Add-on,15,5000,0,0,0,Weekend,3,5877,1708,306,873,84,62332.2,47.26,16614.43,12845.71,0.773,0
CMP-00717,Mall,North,Normal,Seasonal Gift,Chocolate,Bundle,15,26828,0,1,1,Weekend,3,7883,4793,548,911,232,217375.53,54.54,44694.29,73869.59,1.653,1
CMP-00718,University Area,Bangkok,Mother's Day,Self Reward,Red Velvet,Bundle,5,27762,0,0,0,Weekend,13,9001,4370,438,1035,464,456228.0,53.23,68027.57,174806.16,2.57,0
CMP-00719,University Area,Central,Normal,Family Celebration,Fruit Cake,Free Add-on,15,34517,0,0,0,Weekday,4,4794,6201,266,987,124,104029.8,42.66,48740.72,-4366.51,-0.09,0
CMP-00720,Mall,Central,Back to School,Family Celebration,Vanilla,Creator Collaboration,10,74676,1,0,0,Weekend,11,12457,27197,596,796,814,583149.6,50.21,132771.42,160043.46,1.205,1
CMP-00721,Transit,Bangkok,Valentine,Birthday,Strawberry,Free Add-on,15,28458,0,0,0,Weekday,4,10219,5026,217,985,127,106330.75,56.78,37882.55,22495.53,0.594,0
CMP-00722,CBD / Office,Bangkok,Valentine,Seasonal Gift,Cheesecake,Social Challenge,15,46000,1,0,0,Weekday,11,11129,10088,456,1030,635,555942.5,51.26,104233.68,180739.46,1.734,1
CMP-00723,Neighborhood,South,Normal,Family Celebration,Matcha,Bundle,25,11565,0,0,0,Weekend,6,7489,2948,423,936,187,131274.0,43.6,26448.47,30781.21,1.164,0
CMP-00724,University Area,North,New Year,Birthday,Matcha,Bundle,25,16903,0,1,1,Weekend,11,5365,3706,527,889,466,375953.65,48.55,73953.46,108564.54,1.468,0
CMP-00725,Mall,Bangkok,Valentine,Family Celebration,Strawberry,Discount,0,6383,0,1,0,Weekday,7,13364,2157,627,906,350,345639.0,55.44,33917.24,157698.72,4.65,0
CMP-00726,Transit,Bangkok,Valentine,Family Celebration,Vanilla,Creator Collaboration,5,34746,0,0,0,Weekend,11,7916,8984,266,778,402,297118.2,43.53,55289.57,74054.22,1.339,1
CMP-00727,Mall,Central,Graduation,Office Celebration,Vanilla,Creator Collaboration,15,32539,0,1,0,Weekend,12,11050,8711,676,816,1113,841454.71,54.31,67067.81,389954.24,5.814,1
CMP-00728,CBD / Office,Bangkok,Normal,Couple Gift,Cheesecake,Bundle,5,5000,0,1,1,Weekend,3,10808,1695,463,904,121,125736.91,64.06,27479.27,53071.66,1.931,1
CMP-00729,CBD / Office,South,Normal,Family Celebration,Fruit Cake,Social Challenge,10,35591,0,1,0,Weekday,14,10255,6402,401,792,575,446747.4,54.74,62221.34,182346.81,2.931,1
CMP-00730,Mall,South,Valentine,Seasonal Gift,Chocolate,Discount,20,6163,0,1,0,Weekday,13,12752,900,709,816,436,310236.67,55.73,44757.73,128137.62,2.863,0
CMP-00731,Transit,Bangkok,Songkran,Friend Group,Matcha,Personalized Box,20,45036,1,1,1,Weekend,6,10155,7400,316,774,258,193301.86,59.46,100556.43,14373.06,0.143,0
CMP-00732,University Area,Central,Normal,Friend Group,Strawberry,Bundle,30,20346,0,1,1,Weekday,11,7616,3199,557,813,279,192122.47,47.07,69094.63,21339.39,0.309,0
CMP-00733,Mall,Bangkok,Christmas,Self Reward,Strawberry,Creator Collaboration,15,75373,0,0,0,Weekday,13,16148,14912,545,912,833,645741.6,50.78,120192.12,207699.17,1.728,1
CMP-00734,Mall,South,Normal,Friend Group,Cheesecake,Limited Edition,5,37587,0,0,0,Weekend,7,11249,6304,548,902,311,277155.74,59.48,51868.57,112986.38,2.178,0
CMP-00735,Hospital,Bangkok,Graduation,Seasonal Gift,Chocolate,Limited Edition,5,15272,0,0,0,Weekday,8,4204,2974,372,862,168,143078.21,48.19,31350.14,37594.47,1.199,0
CMP-00736,CBD / Office,Bangkok,New Year,Couple Gift,Matcha,Bundle,10,47593,0,0,0,Weekend,9,9541,5713,396,804,434,314042.4,54.93,64042.63,108462.68,1.694,1
CMP-00737,CBD / Office,North,Normal,Office Celebration,Cheesecake,Free Add-on,10,21192,0,0,1,Weekday,13,8949,3692,573,1020,313,321814.08,45.48,87296.06,59064.73,0.677,0
CMP-00738,CBD / Office,Bangkok,Normal,Couple Gift,Fruit Cake,Social Challenge,10,100769,1,1,0,Weekday,4,12223,18846,370,952,184,171839.81,56.46,150796.0,-53773.87,-0.357,0
CMP-00739,Hospital,North,Normal,Self Reward,Matcha,Personalized Box,20,9323,0,1,0,Weekend,6,5905,2871,292,994,197,170753.3,49.75,23984.87,60971.07,2.542,1
CMP-00740,Neighborhood,Northeast,Songkran,Friend Group,Strawberry,Social Challenge,15,70293,0,1,0,Weekday,11,3215,14330,309,917,398,338141.0,47.01,101447.42,57525.52,0.567,0
CMP-00741,Mall,Bangkok,Normal,Couple Gift,Strawberry,Social Challenge,25,36630,1,1,0,Weekday,4,14585,10140,516,866,277,196103.54,47.41,67697.21,25275.52,0.373,0
CMP-00742,Hospital,Bangkok,New Year,Couple Gift,Chocolate,Social Challenge,10,65125,1,1,1,Weekday,10,3193,18559,254,754,376,308735.86,58.88,128772.79,53022.62,0.412,0
CMP-00743,Neighborhood,Bangkok,Normal,Self Reward,Fruit Cake,Limited Edition,20,5000,0,0,1,Weekday,4,7888,2597,407,882,139,114241.72,47.24,32548.87,21419.89,0.658,0
CMP-00744,Neighborhood,South,Mother's Day,Birthday,Vanilla,Social Challenge,0,44946,0,1,0,Weekend,10,5052,7409,519,664,481,348128.56,57.35,78974.68,120670.02,1.528,1
CMP-00745,Neighborhood,Northeast,Normal,Couple Gift,Cheesecake,Personalized Box,15,26659,0,0,1,Weekday,7,5925,4480,426,926,243,214217.14,48.06,49703.51,53256.21,1.071,0
CMP-00746,Mall,South,New Year,Friend Group,Matcha,Social Challenge,20,47468,0,1,0,Weekday,13,10986,9112,473,788,732,502983.55,46.36,84783.87,148383.0,1.75,1
CMP-00747,Neighborhood,South,Valentine,Family Celebration,Strawberry,Limited Edition,10,22274,0,0,1,Weekday,4,5216,3790,242,820,126,108312.42,55.85,50778.48,9710.77,0.191,0
CMP-00748,University Area,Central,Valentine,Couple Gift,Vanilla,Creator Collaboration,10,63551,1,1,1,Weekday,9,8010,16027,565,756,732,602643.89,50.56,150278.29,154443.62,1.028,0
CMP-00749,CBD / Office,South,Normal,Self Reward,Strawberry,Bundle,5,25590,1,1,1,Weekday,14,8639,6555,494,920,481,508676.74,61.81,102155.05,212244.95,2.078,0
CMP-00750,Hospital,Bangkok,Mother's Day,Birthday,Matcha,Discount,15,30669,0,0,0,Weekday,9,3772,4710,302,863,314,230334.7,45.29,55874.11,48446.47,0.867,0
CMP-00751,CBD / Office,Bangkok,Christmas,Birthday,Fruit Cake,Bundle,10,5000,0,0,0,Weekday,14,9032,1483,611,979,285,251113.5,58.18,53155.47,92944.41,1.749,0
CMP-00752,Mall,Bangkok,Normal,Office Celebration,Matcha,Social Challenge,15,44480,1,1,0,Weekday,9,13466,11597,688,916,617,523631.86,47.83,111002.3,139425.79,1.256,0
CMP-00753,University Area,Bangkok,New Year,Office Celebration,Fruit Cake,Creator Collaboration,20,56220,1,1,0,Weekday,14,9514,12662,276,763,545,362608.12,46.36,131401.73,36711.01,0.279,0
CMP-00754,Neighborhood,South,Normal,Family Celebration,Fruit Cake,Personalized Box,5,23264,0,1,0,Weekday,5,3652,3350,297,765,137,108525.58,55.62,36057.04,24306.7,0.674,0
CMP-00755,CBD / Office,Northeast,Mother's Day,Office Celebration,Vanilla,Bundle,25,9651,0,0,1,Weekend,9,8142,1526,576,774,271,176193.36,44.19,48953.14,28900.28,0.59,0
CMP-00756,Mall,Bangkok,Normal,Family Celebration,Chocolate,Bundle,5,45695,1,0,1,Weekday,4,12805,8426,473,749,229,182498.34,54.23,104003.6,-5038.95,-0.048,0
CMP-00757,CBD / Office,South,Graduation,Office Celebration,Red Velvet,Discount,0,26639,0,0,0,Weekday,10,6912,4269,538,1093,260,284180.0,54.05,51846.03,101746.58,1.962,0
CMP-00758,Mall,Northeast,Graduation,Friend Group,Cheesecake,Personalized Box,15,49408,1,1,1,Weekend,9,9251,11384,625,1018,712,745473.26,50.73,115408.48,262752.44,2.277,1
CMP-00759,Neighborhood,Bangkok,Normal,Self Reward,Cheesecake,Creator Collaboration,15,26210,0,1,0,Weekday,8,5318,7118,265,940,284,247338.44,55.23,50434.32,86158.68,1.708,1
CMP-00760,University Area,South,Back to School,Self Reward,Vanilla,Limited Edition,20,39776,1,1,0,Weekday,3,8602,9106,333,847,134,102929.07,56.63,82315.47,-24023.31,-0.292,0
CMP-00761,Neighborhood,Central,Normal,Self Reward,Vanilla,Discount,15,5000,0,1,1,Weekday,3,5928,900,483,709,59,43023.18,49.41,21671.33,-413.78,-0.019,0
CMP-00762,Mall,South,Normal,Self Reward,Chocolate,Discount,10,30726,0,0,0,Weekday,13,12988,6570,641,769,479,331515.9,48.34,75625.81,84638.74,1.119,0
CMP-00763,Transit,Northeast,Valentine,Birthday,Vanilla,Social Challenge,5,48494,0,0,0,Weekend,7,5092,9135,370,787,372,278125.8,49.76,73202.52,65196.89,0.891,0
CMP-00764,CBD / Office,South,Normal,Birthday,Cheesecake,Creator Collaboration,10,34783,0,0,1,Weekend,4,9347,7079,517,899,296,268232.83,53.77,55384.22,88844.49,1.604,1
CMP-00765,Transit,Bangkok,New Year,Couple Gift,Red Velvet,Free Add-on,10,50308,0,1,0,Weekend,6,7032,8752,410,1009,313,309816.48,47.2,66095.37,80124.15,1.212,1
CMP-00766,CBD / Office,Central,Normal,Family Celebration,Strawberry,Personalized Box,20,30007,0,1,0,Weekday,11,8097,4628,665,848,292,215921.15,52.52,63793.27,49608.29,0.778,0
CMP-00767,Mall,Bangkok,Normal,Birthday,Red Velvet,Personalized Box,0,31647,0,1,0,Weekday,7,14006,5488,622,1032,413,464575.44,55.37,56657.94,200561.45,3.54,1
CMP-00768,Mall,Bangkok,Normal,Office Celebration,Strawberry,Bundle,15,30381,0,0,1,Weekday,9,16250,4711,428,736,424,297084.93,52.11,68420.68,86403.76,1.263,1
CMP-00769,University Area,North,Christmas,Family Celebration,Fruit Cake,Creator Collaboration,10,62233,1,1,0,Weekend,14,5698,15063,522,880,927,800260.56,60.83,135971.23,350818.72,2.58,1
CMP-00770,University Area,Bangkok,Christmas,Couple Gift,Chocolate,Bundle,20,5000,0,0,1,Weekend,5,7816,1932,514,790,183,129534.72,42.37,28780.44,26104.65,0.907,0
CMP-00771,Hospital,Bangkok,Normal,Seasonal Gift,Cheesecake,Free Add-on,0,9188,1,1,0,Weekend,5,7179,3125,321,955,111,115545.45,57.34,69030.84,-2772.26,-0.04,0
CMP-00772,Neighborhood,Central,Valentine,Seasonal Gift,Fruit Cake,Personalized Box,0,34155,0,1,0,Weekend,10,5966,4737,515,769,384,321872.64,60.7,54291.09,141087.27,2.599,1
CMP-00773,CBD / Office,North,Back to School,Couple Gift,Matcha,Social Challenge,25,43439,0,1,0,Weekday,9,10022,10999,637,924,691,521960.67,40.14,79378.57,130154.59,1.64,1
CMP-00774,Neighborhood,Bangkok,New Year,Self Reward,Cheesecake,Personalized Box,10,48556,0,1,1,Weekend,7,1475,6253,335,885,284,273709.26,56.18,80901.99,72870.83,0.901,0
CMP-00775,University Area,Northeast,Normal,Office Celebration,Matcha,Social Challenge,25,83894,1,0,0,Weekday,5,4140,31221,520,994,329,245269.5,42.37,135544.94,-31626.35,-0.233,0
CMP-00776,Mall,Northeast,Mother's Day,Couple Gift,Red Velvet,Discount,20,38537,1,0,0,Weekday,5,9322,6498,628,1004,463,371881.6,49.35,77062.75,106462.26,1.382,1
CMP-00777,University Area,South,Normal,Office Celebration,Cheesecake,Personalized Box,15,5000,0,1,1,Weekend,14,7550,1616,368,966,212,210628.57,51.37,41952.82,66251.58,1.579,0
CMP-00778,Hospital,Northeast,Normal,Office Celebration,Cheesecake,Social Challenge,10,31976,0,0,0,Weekend,10,4311,5675,236,1022,239,219832.2,48.19,62333.41,43604.8,0.7,0
CMP-00779,Mall,North,Normal,Couple Gift,Cheesecake,Personalized Box,10,7892,1,0,0,Weekday,5,10448,1894,612,1089,199,195039.9,60.37,60164.35,57587.62,0.957,0
CMP-00780,Transit,Central,Normal,Self Reward,Strawberry,Discount,5,19268,0,1,0,Weekday,5,6797,3311,237,930,152,146378.28,47.42,34063.31,35343.89,1.038,0
CMP-00781,University Area,South,Songkran,Self Reward,Chocolate,Personalized Box,25,44605,1,1,1,Weekend,9,8455,9815,368,891,462,373565.11,50.47,87884.46,100661.35,1.145,0
CMP-00782,Transit,South,Normal,Family Celebration,Matcha,Creator Collaboration,15,53803,1,0,0,Weekend,11,6030,11461,387,846,605,435055.5,46.48,102427.52,99806.8,0.974,0
CMP-00783,CBD / Office,Central,Christmas,Couple Gift,Red Velvet,Personalized Box,5,35781,0,1,1,Weekend,11,8272,4355,643,1017,510,596211.17,57.14,82442.3,258207.83,3.132,0
CMP-00784,Neighborhood,Central,Mother's Day,Couple Gift,Strawberry,Free Add-on,15,36838,1,0,1,Weekend,4,4780,7456,458,905,253,217974.68,52.16,77770.22,35923.55,0.462,0
CMP-00785,Transit,Central,Normal,Self Reward,Strawberry,Discount,20,26250,0,0,0,Weekend,10,9773,6667,326,923,328,242195.2,53.33,49944.59,79223.99,1.586,1
CMP-00786,Transit,Bangkok,Normal,Friend Group,Matcha,Free Add-on,10,23657,0,0,0,Weekday,10,9711,3155,409,771,220,152658.0,51.13,59768.65,18286.87,0.306,0
CMP-00787,Transit,Bangkok,Christmas,Seasonal Gift,Strawberry,Bundle,10,18942,0,0,0,Weekday,10,9549,3272,316,900,275,222750.0,48.4,37191.02,70628.37,1.899,1
CMP-00788,CBD / Office,Bangkok,Normal,Seasonal Gift,Vanilla,Limited Edition,10,27216,0,1,0,Weekend,13,12568,4978,487,649,511,338351.37,54.67,58029.89,126937.16,2.187,0
CMP-00789,Neighborhood,Central,Mother's Day,Self Reward,Chocolate,Creator Collaboration,20,31765,1,0,0,Weekday,11,4086,9426,489,720,658,379008.0,50.97,97887.29,95304.59,0.974,0
CMP-00790,University Area,Bangkok,Valentine,Self Reward,Fruit Cake,Social Challenge,15,52663,1,0,0,Weekend,10,9837,19561,420,831,604,426635.4,58.79,123826.52,127004.39,1.026,0
CMP-00791,University Area,Bangkok,Christmas,Office Celebration,Vanilla,Limited Edition,20,61801,0,1,1,Weekend,5,9031,8655,570,864,385,334875.34,51.11,85354.76,85789.65,1.005,0
CMP-00792,University Area,Central,Normal,Family Celebration,Cheesecake,Social Challenge,0,69391,1,1,1,Weekday,4,7376,23783,352,1079,194,253284.46,49.92,108071.97,18363.12,0.17,0
